paper_id,forum,number,title,decision,venue,venueid,keyword_score,keyword_hits,review_count,metareview_count,decision_note_count,pdf_url,pdf_path,json_path,review_text_path,openreview_url,mineru_v4_md_path,mineru_v4_status
fLf589bx1f,fLf589bx1f,1982,$\mathcal{B}$-Coder: Value-Based Deep Reinforcement Learning for Program Synthesis,Accept,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; agent; alignment; evaluation; text; generation,4,1,1,https://openreview.net/pdf/9d267a827e269389f34c62cd790e14e20c1e8a72.pdf,code/dataset/prism_iclr2024_sample/pdf/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.pdf,code/dataset/prism_iclr2024_sample/openreview_json/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.json,code/dataset/prism_iclr2024_sample/reviews_txt/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.md,https://openreview.net/forum?id=fLf589bx1f,code/dataset/prism_iclr2024_sample/md_mineru_v4/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.md,done
ygxTuVz9eU,ygxTuVz9eU,248,VDC: Versatile Data Cleanser based on Visual-Linguistic Inconsistency by Multimodal Large Language Models,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; alignment; evaluation; question answering; generation,3,1,1,https://openreview.net/pdf/66009612880b659116956be01719a60fbf3fdbca.pdf,code/dataset/prism_iclr2024_sample/pdf/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.pdf,code/dataset/prism_iclr2024_sample/openreview_json/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.json,code/dataset/prism_iclr2024_sample/reviews_txt/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.md,https://openreview.net/forum?id=ygxTuVz9eU,code/dataset/prism_iclr2024_sample/md_mineru_v4/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.md,done
zAdUB0aCTQ,zAdUB0aCTQ,7101,AgentBench: Evaluating LLMs as Agents,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; agent; reasoning; instruction; alignment; benchmark; evaluation,5,1,1,https://openreview.net/pdf/6eee0bd1fd98c135372baedb2a5644233a013bb2.pdf,code/dataset/prism_iclr2024_sample/pdf/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.pdf,code/dataset/prism_iclr2024_sample/openreview_json/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.json,code/dataset/prism_iclr2024_sample/reviews_txt/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.md,https://openreview.net/forum?id=zAdUB0aCTQ,code/dataset/prism_iclr2024_sample/md_mineru_v4/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.md,done
bshfchPM9H,bshfchPM9H,3481,RAPPER: Reinforced Rationale-Prompted Paradigm for Natural Language Explanation in Visual Question Answering,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; prompt; hallucination; benchmark; question answering; generation,3,1,1,https://openreview.net/pdf/e8f06370496b2a50c9978391b2f1629997a40d5a.pdf,code/dataset/prism_iclr2024_sample/pdf/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.pdf,code/dataset/prism_iclr2024_sample/openreview_json/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.json,code/dataset/prism_iclr2024_sample/reviews_txt/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.md,https://openreview.net/forum?id=bshfchPM9H,code/dataset/prism_iclr2024_sample/md_mineru_v4/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.md,done
ix7rLVHXyY,ix7rLVHXyY,2928,Learning Performance-Improving Code Edits,Accept,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; chain-of-thought; prompt; benchmark; generation,4,1,1,https://openreview.net/pdf/e94f139ce25197392e4252dc56ed557ff74094fd.pdf,code/dataset/prism_iclr2024_sample/pdf/032_Accept_Learning_Performance-Improving_Code_Edits.pdf,code/dataset/prism_iclr2024_sample/openreview_json/032_Accept_Learning_Performance-Improving_Code_Edits.json,code/dataset/prism_iclr2024_sample/reviews_txt/032_Accept_Learning_Performance-Improving_Code_Edits.md,https://openreview.net/forum?id=ix7rLVHXyY,code/dataset/prism_iclr2024_sample/md_mineru_v4/032_Accept_Learning_Performance-Improving_Code_Edits.md,done
t0FI3Q66K5,t0FI3Q66K5,2978,Frozen Transformers in Language Models Are Effective Visual Encoder Layers,Accept,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; prompt; transformer; text; question answering,4,1,1,https://openreview.net/pdf/9c46b8dad8775df26907aed1cec97a61b8c7d014.pdf,code/dataset/prism_iclr2024_sample/pdf/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.pdf,code/dataset/prism_iclr2024_sample/openreview_json/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.json,code/dataset/prism_iclr2024_sample/reviews_txt/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.md,https://openreview.net/forum?id=t0FI3Q66K5,code/dataset/prism_iclr2024_sample/md_mineru_v4/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.md,done
nnVO1PvbTv,nnVO1PvbTv,2328,Think-on-Graph: Deep and Responsible Reasoning of Large Language Model on Knowledge Graph,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; agent; reasoning; chain-of-thought; prompt; hallucination,4,1,1,https://openreview.net/pdf/0757798b24b660d5ff9f6542c94db905d04fc77f.pdf,code/dataset/prism_iclr2024_sample/pdf/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.pdf,code/dataset/prism_iclr2024_sample/openreview_json/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.json,code/dataset/prism_iclr2024_sample/reviews_txt/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.md,https://openreview.net/forum?id=nnVO1PvbTv,code/dataset/prism_iclr2024_sample/md_mineru_v4/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.md,done
Agyicd577r,Agyicd577r,360,BatchPrompt: Accomplish more with less,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; prompt; instruction; evaluation; nlp; text; question answering,4,1,1,https://openreview.net/pdf/880b2ee1e1f9501f4fce0e65aec89f6f9628c0aa.pdf,code/dataset/prism_iclr2024_sample/pdf/035_Accept_BatchPrompt_Accomplish_more_with_less.pdf,code/dataset/prism_iclr2024_sample/openreview_json/035_Accept_BatchPrompt_Accomplish_more_with_less.json,code/dataset/prism_iclr2024_sample/reviews_txt/035_Accept_BatchPrompt_Accomplish_more_with_less.md,https://openreview.net/forum?id=Agyicd577r,code/dataset/prism_iclr2024_sample/md_mineru_v4/035_Accept_BatchPrompt_Accomplish_more_with_less.md,done
Unb5CVPtae,Unb5CVPtae,4366,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; prompt; evaluation; nlp; text,5,1,1,https://openreview.net/pdf/8004c200eab01b03fd31963c061392535791d8f3.pdf,code/dataset/prism_iclr2024_sample/pdf/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.pdf,code/dataset/prism_iclr2024_sample/openreview_json/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.json,code/dataset/prism_iclr2024_sample/reviews_txt/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.md,https://openreview.net/forum?id=Unb5CVPtae,code/dataset/prism_iclr2024_sample/md_mineru_v4/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.md,done
kxgSlyirUZ,kxgSlyirUZ,6849,COLLIE: Systematic Construction of Constrained Text Generation Tasks,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; rag; reasoning; instruction; benchmark; evaluation; text; generation,4,1,1,https://openreview.net/pdf/2b91743058a323d7558fd428a55ec0c50428ae1f.pdf,code/dataset/prism_iclr2024_sample/pdf/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.pdf,code/dataset/prism_iclr2024_sample/openreview_json/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.json,code/dataset/prism_iclr2024_sample/reviews_txt/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.md,https://openreview.net/forum?id=kxgSlyirUZ,code/dataset/prism_iclr2024_sample/md_mineru_v4/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.md,done
kZEXgtMNNo,kZEXgtMNNo,8696,Large Language Models as Automated Aligners for  benchmarking  Vision-Language Models,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; prompt; alignment; benchmark; evaluation,3,1,1,https://openreview.net/pdf/fec2f0e416c0a90d47240e5522b34b70940223f4.pdf,code/dataset/prism_iclr2024_sample/pdf/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.pdf,code/dataset/prism_iclr2024_sample/openreview_json/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.json,code/dataset/prism_iclr2024_sample/reviews_txt/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.md,https://openreview.net/forum?id=kZEXgtMNNo,code/dataset/prism_iclr2024_sample/md_mineru_v4/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.md,done
qAoxvePSlq,qAoxvePSlq,4566,DQ-LoRe: Dual Queries with Low Rank Approximation Re-ranking for In-Context Learning,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; reasoning; chain-of-thought; alignment; text,4,1,1,https://openreview.net/pdf/3fc9d464c9be97060f28412648a254f449fd31ae.pdf,code/dataset/prism_iclr2024_sample/pdf/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.pdf,code/dataset/prism_iclr2024_sample/openreview_json/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.json,code/dataset/prism_iclr2024_sample/reviews_txt/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.md,https://openreview.net/forum?id=qAoxvePSlq,code/dataset/prism_iclr2024_sample/md_mineru_v4/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.md,done
22OTbutug9,22OTbutug9,6563,RA-DIT: Retrieval-Augmented Dual Instruction Tuning,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; instruction; benchmark; nlp; text,4,1,1,https://openreview.net/pdf/017d267eefef6640ab9899888561b31b4b8ff711.pdf,code/dataset/prism_iclr2024_sample/pdf/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.pdf,code/dataset/prism_iclr2024_sample/openreview_json/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.json,code/dataset/prism_iclr2024_sample/reviews_txt/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.md,https://openreview.net/forum?id=22OTbutug9,code/dataset/prism_iclr2024_sample/md_mineru_v4/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.md,done
jenyYQzue1,jenyYQzue1,8293,MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning,Accept,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; reasoning; chain-of-thought; prompt; benchmark; text; generation,4,1,1,https://openreview.net/pdf/0fd545b50f3dd67f4d965d2b37b07aa5d08aba77.pdf,code/dataset/prism_iclr2024_sample/pdf/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.pdf,code/dataset/prism_iclr2024_sample/openreview_json/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.json,code/dataset/prism_iclr2024_sample/reviews_txt/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.md,https://openreview.net/forum?id=jenyYQzue1,code/dataset/prism_iclr2024_sample/md_mineru_v4/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.md,done
HobyL1B9CZ,HobyL1B9CZ,5639,Chain-of-Experts: When LLMs Meet Complex Operations Research Problems,Accept,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; agent; multi-agent; reasoning; benchmark; nlp; generation,4,1,1,https://openreview.net/pdf/1d98a47ecf1564e66c26b81cecaf16056a88e9c1.pdf,code/dataset/prism_iclr2024_sample/pdf/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.pdf,code/dataset/prism_iclr2024_sample/openreview_json/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.json,code/dataset/prism_iclr2024_sample/reviews_txt/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.md,https://openreview.net/forum?id=HobyL1B9CZ,code/dataset/prism_iclr2024_sample/md_mineru_v4/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.md,done
9ceadCJY4B,9ceadCJY4B,9468,"Ask Again, Then Fail: Large Language Models’ Vacillations in Judgement",Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; reasoning; prompt; alignment; benchmark; evaluation; text,3,1,1,https://openreview.net/pdf/a03f2633eaaf5fdfd96135b665ef4fe753a61b5d.pdf,code/dataset/prism_iclr2024_sample/pdf/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.pdf,code/dataset/prism_iclr2024_sample/openreview_json/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.json,code/dataset/prism_iclr2024_sample/reviews_txt/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.md,https://openreview.net/forum?id=9ceadCJY4B,code/dataset/prism_iclr2024_sample/md_mineru_v4/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.md,done
v6a1pXXADC,v6a1pXXADC,9238,Prompt Optimization via Adversarial In-Context Learning,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; reasoning; prompt; instruction; benchmark; text; generation,3,1,1,https://openreview.net/pdf/d961c3e168546b6e2c0d2f27ccf0180ff0611c4a.pdf,code/dataset/prism_iclr2024_sample/pdf/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.pdf,code/dataset/prism_iclr2024_sample/openreview_json/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.json,code/dataset/prism_iclr2024_sample/reviews_txt/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.md,https://openreview.net/forum?id=v6a1pXXADC,code/dataset/prism_iclr2024_sample/md_mineru_v4/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.md,done
Ba5KGabRe8,Ba5KGabRe8,8727,XplainLLM: A QA Explanation Dataset for Understanding LLM Decision-Making,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; reasoning; benchmark; evaluation; text; question answering,4,1,1,https://openreview.net/pdf/673803f275b0a6a9e36da004460864c4260bc1e3.pdf,code/dataset/prism_iclr2024_sample/pdf/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.pdf,code/dataset/prism_iclr2024_sample/openreview_json/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.json,code/dataset/prism_iclr2024_sample/reviews_txt/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.md,https://openreview.net/forum?id=Ba5KGabRe8,code/dataset/prism_iclr2024_sample/md_mineru_v4/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.md,done
ZBEs9CJiWs,ZBEs9CJiWs,8685,Optimizing Interpersonal Communication by Simulating Audiences with Large Language Models,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; agent; reasoning; chain-of-thought; evaluation; generation,4,1,1,https://openreview.net/pdf/6812133f0231f87b8c879c834ba5fcb037500f43.pdf,code/dataset/prism_iclr2024_sample/pdf/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.pdf,code/dataset/prism_iclr2024_sample/openreview_json/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.json,code/dataset/prism_iclr2024_sample/reviews_txt/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.md,https://openreview.net/forum?id=ZBEs9CJiWs,code/dataset/prism_iclr2024_sample/md_mineru_v4/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.md,done
Zr96FfaUGR,Zr96FfaUGR,8084,ARIES: A Corpus of Scientific Paper Edits Made in Response to Peer Reviews,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; review; reasoning; alignment; benchmark; nlp; text; generation,4,1,1,https://openreview.net/pdf/4b20572e53b9d6b0377e096a80c22af3c81f298b.pdf,code/dataset/prism_iclr2024_sample/pdf/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.pdf,code/dataset/prism_iclr2024_sample/openreview_json/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.json,code/dataset/prism_iclr2024_sample/reviews_txt/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.md,https://openreview.net/forum?id=Zr96FfaUGR,code/dataset/prism_iclr2024_sample/md_mineru_v4/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.md,done
SyuQKk7sX2,SyuQKk7sX2,8038,(Dynamic) Prompting might be all you need to repair Compressed LLMs,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; prompt; benchmark; evaluation; nlp; text,4,1,1,https://openreview.net/pdf/fced83f091b60023b16af19176cb2c7bcedd1c73.pdf,code/dataset/prism_iclr2024_sample/pdf/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.pdf,code/dataset/prism_iclr2024_sample/openreview_json/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.json,code/dataset/prism_iclr2024_sample/reviews_txt/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.md,https://openreview.net/forum?id=SyuQKk7sX2,code/dataset/prism_iclr2024_sample/md_mineru_v4/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.md,done
H5XZLeXWPS,H5XZLeXWPS,7818,Walking Down the Memory Maze: Beyond Context Limit through Interactive Reading,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; retrieval; agent; reasoning; prompt; text; question answering,4,1,1,https://openreview.net/pdf/b697c146ee7beed56a45b190ba5099fd1e275501.pdf,code/dataset/prism_iclr2024_sample/pdf/049_Reject_Walking_Down_the_Memory_Maze_Beyond_Context_Limit_through_Interactive_Reading.pdf,code/dataset/prism_iclr2024_sample/openreview_json/049_Reject_Walking_Down_the_Memory_Maze_Beyond_Context_Limit_through_Interactive_Reading.json,code/dataset/prism_iclr2024_sample/reviews_txt/049_Reject_Walking_Down_the_Memory_Maze_Beyond_Context_Limit_through_Interactive_Reading.md,https://openreview.net/forum?id=H5XZLeXWPS,code/dataset/prism_iclr2024_sample/md_mineru_v4/049_Reject_Walking_Down_the_Memory_Maze_Beyond_Context_Limit_through_Interactive_Reading.md,done
XCMbagV0No,XCMbagV0No,7710,A Language-Agent Approach to Formal Theorem-Proving,Reject,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; agent; reasoning; prompt; hallucination; benchmark; text,4,1,1,https://openreview.net/pdf/1174c2b789eee8b458885dc7f3bf7263599b0e0c.pdf,code/dataset/prism_iclr2024_sample/pdf/050_Reject_A_Language-Agent_Approach_to_Formal_Theorem-Proving.pdf,code/dataset/prism_iclr2024_sample/openreview_json/050_Reject_A_Language-Agent_Approach_to_Formal_Theorem-Proving.json,code/dataset/prism_iclr2024_sample/reviews_txt/050_Reject_A_Language-Agent_Approach_to_Formal_Theorem-Proving.md,https://openreview.net/forum?id=XCMbagV0No,code/dataset/prism_iclr2024_sample/md_mineru_v4/050_Reject_A_Language-Agent_Approach_to_Formal_Theorem-Proving.md,done
