paper_index,paper_id,forum,title,decision,decision_binary,venue,venueid,keyword_score,keyword_hits,review_count_manifest,metareview_count_manifest,decision_note_count_manifest,direct_replies_count_json,openreview_url,pdf_url,pdf_local_exists,markdown_path,review_text_path,json_path,markdown_chars,review_text_chars,markdown_sha256,review_text_sha256,json_sha256,local_json_ok
024,RmRA7Q0lwQ,RmRA7Q0lwQ,Stay on Topic with Classifier-Free Guidance,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,10,language model; rag; reasoning; chain-of-thought; prompt; evaluation; transformer; nlp; text; generation,3,1,1,5,https://openreview.net/forum?id=RmRA7Q0lwQ,https://openreview.net/pdf/159f235a341d5e8296a369b0893bcfc6a9f8c1ab.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/024_Reject_Stay_on_Topic_with_Classifier-Free_Guidance.md,code/dataset/prism_iclr2024_sample/reviews_txt/024_Reject_Stay_on_Topic_with_Classifier-Free_Guidance.md,code/dataset/prism_iclr2024_sample/openreview_json/024_Reject_Stay_on_Topic_with_Classifier-Free_Guidance.json,124851,7405,a1d5d8c70be53fdcddda50ef9c6a3fd6cdf56b3ed4dcfce059894495b30f5319,dd5da36166b9ecf8abdac71c0a25b50e238cd46e278c7a493ade1bfceabcc2a4,39d3d2bc2c67f27871978f4f46be11dcff19c3e13a6cd5195bf85a53e5e1de0c,True
025,fpYIlzOpIA,fpYIlzOpIA,NLPBench: Evaluating Large Language Models on Solving NLP Problems,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,10,large language model; language model; llm; reasoning; chain-of-thought; prompt; benchmark; evaluation; nlp; text,3,1,1,7,https://openreview.net/forum?id=fpYIlzOpIA,https://openreview.net/pdf/4917a0d7e486a1aaec7a00ed3637b40681860006.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/025_Reject_NLPBench_Evaluating_Large_Language_Models_on_Solving_NLP_Problems.md,code/dataset/prism_iclr2024_sample/reviews_txt/025_Reject_NLPBench_Evaluating_Large_Language_Models_on_Solving_NLP_Problems.md,code/dataset/prism_iclr2024_sample/openreview_json/025_Reject_NLPBench_Evaluating_Large_Language_Models_on_Solving_NLP_Problems.json,65584,8554,db6303b9b94e69548a06767c4e8a7c31a694e7eaea9545e68cf2fae876b55631,57786adaa7d9409d17e682d66bd44ac0a5c49c376380114d89e2aab39b3e49fb,9bd9f2a2a15996a8fd70a32118f13e1186b3221cbae0901a0a344fc7d5946a47,True
026,9OevMUdods,9OevMUdods,Towards Understanding Factual Knowledge of Large Language Models,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; instruction; benchmark; evaluation; nlp; question answering; generation,4,1,1,7,https://openreview.net/forum?id=9OevMUdods,https://openreview.net/pdf/025c1d2beaec72d3724b68ca610dd61083362fdc.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/026_Accept_Towards_Understanding_Factual_Knowledge_of_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/reviews_txt/026_Accept_Towards_Understanding_Factual_Knowledge_of_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/openreview_json/026_Accept_Towards_Understanding_Factual_Knowledge_of_Large_Language_Models.json,156837,15045,e53311ea5645371fef90190eb5d33e208f20dfbcd962a127ab9b6d839734c3c3,0c4821ed9335ae09df8b75c8f256bf7cb53c14c0b8b07aef17e8f392f7572439,4c3dc743a4fe1abb03fd846327395f0b919e6ae3a108fe9a42e8b3645e64e369,True
027,BXY6fe7q31,BXY6fe7q31,Fine-tuning Multimodal LLMs to Follow Zero-shot Demonstrative Instructions,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; prompt; instruction; benchmark; evaluation; text; generation,4,1,1,7,https://openreview.net/forum?id=BXY6fe7q31,https://openreview.net/pdf/2c2260fc62d6a180e12e943725968e430205fe0a.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/027_Accept_Fine-tuning_Multimodal_LLMs_to_Follow_Zero-shot_Demonstrative_Instructions.md,code/dataset/prism_iclr2024_sample/reviews_txt/027_Accept_Fine-tuning_Multimodal_LLMs_to_Follow_Zero-shot_Demonstrative_Instructions.md,code/dataset/prism_iclr2024_sample/openreview_json/027_Accept_Fine-tuning_Multimodal_LLMs_to_Follow_Zero-shot_Demonstrative_Instructions.json,84750,11277,2c3a6bc6766740513ace78cf6ccaf95908960b86588186259ec4393a62101ffc,eb4fd1dc47e049c6ee51bf1ac7098447d52ae6034012a3ee368705fe2d454a6b,bbecc157570b0c93c0e7ad564c9526e357b04b08be05b22515125b49eaf96207,True
028,fLf589bx1f,fLf589bx1f,$\mathcal{B}$-Coder: Value-Based Deep Reinforcement Learning for Program Synthesis,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; agent; alignment; evaluation; text; generation,4,1,1,6,https://openreview.net/forum?id=fLf589bx1f,https://openreview.net/pdf/9d267a827e269389f34c62cd790e14e20c1e8a72.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.md,code/dataset/prism_iclr2024_sample/reviews_txt/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.md,code/dataset/prism_iclr2024_sample/openreview_json/028_Accept_mathcal_B_-Coder_Value-Based_Deep_Reinforcement_Learning_for_Program_Synthesis.json,100137,20960,f9a7abd5f4fb5cc146d02a1e7cd3f4a25bd6f09606e47816abfffd66eff6988e,020b0bc7e15be6b5567a21ab3f2677f738c183d2fbbbc3120a360a9fb85b56e2,0e130b8b5a1c8424946da1111c509bfb6f36bb5c5156437354ea60800a7efd2f,True
029,ygxTuVz9eU,ygxTuVz9eU,VDC: Versatile Data Cleanser based on Visual-Linguistic Inconsistency by Multimodal Large Language Models,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; alignment; evaluation; question answering; generation,3,1,1,6,https://openreview.net/forum?id=ygxTuVz9eU,https://openreview.net/pdf/66009612880b659116956be01719a60fbf3fdbca.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.md,code/dataset/prism_iclr2024_sample/reviews_txt/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.md,code/dataset/prism_iclr2024_sample/openreview_json/029_Accept_VDC_Versatile_Data_Cleanser_based_on_Visual-Linguistic_Inconsistency_by_Multimodal_Large_L.json,90697,10511,691153d5d8fc7c46c75eddefec1760dbc3eb967763c54abc6b9504063ac0f2f4,7c49e3fe850bf357f56d45f15d2d02cd684c8a5b4f4a93d7750e154a5f28abf1,36d7f9ccf7cc7a76bae8ea9a46605c84b55b10a16f521a6563c148d932044561,True
030,zAdUB0aCTQ,zAdUB0aCTQ,AgentBench: Evaluating LLMs as Agents,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; agent; reasoning; instruction; alignment; benchmark; evaluation,5,1,1,7,https://openreview.net/forum?id=zAdUB0aCTQ,https://openreview.net/pdf/6eee0bd1fd98c135372baedb2a5644233a013bb2.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.md,code/dataset/prism_iclr2024_sample/reviews_txt/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.md,code/dataset/prism_iclr2024_sample/openreview_json/030_Accept_AgentBench_Evaluating_LLMs_as_Agents.json,184055,16815,8973a7cddff23362530873f41207198dfbb47e6cd47f6ba87c146479a4ccf5e0,5ff17f7e5d145700b2e55d1f23274adb07fc8caa81a611077df06cc5a4a3db59,c4fdd7b7aa6429b7c6cfad709e8b0fbaf4447d780b441e0b20720c0290286e3b,True
031,bshfchPM9H,bshfchPM9H,RAPPER: Reinforced Rationale-Prompted Paradigm for Natural Language Explanation in Visual Question Answering,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; prompt; hallucination; benchmark; question answering; generation,3,1,1,6,https://openreview.net/forum?id=bshfchPM9H,https://openreview.net/pdf/e8f06370496b2a50c9978391b2f1629997a40d5a.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.md,code/dataset/prism_iclr2024_sample/reviews_txt/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.md,code/dataset/prism_iclr2024_sample/openreview_json/031_Accept_RAPPER_Reinforced_Rationale-Prompted_Paradigm_for_Natural_Language_Explanation_in_Visual_Q.json,65160,10881,526c1c7c51cfc85dfc24859b6c6b454f3bbd447e3499f76d8671a61a7b3863fe,fb7eb03a7aa15f6e461979394ca2e4be9d4b72408ef85524c9f9072cf0a00fb1,fb17efc2ed09cb92b30b769f71f2635b091046d500d5d09e88bb7bb38576d7ed,True
032,ix7rLVHXyY,ix7rLVHXyY,Learning Performance-Improving Code Edits,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; chain-of-thought; prompt; benchmark; generation,4,1,1,7,https://openreview.net/forum?id=ix7rLVHXyY,https://openreview.net/pdf/e94f139ce25197392e4252dc56ed557ff74094fd.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/032_Accept_Learning_Performance-Improving_Code_Edits.md,code/dataset/prism_iclr2024_sample/reviews_txt/032_Accept_Learning_Performance-Improving_Code_Edits.md,code/dataset/prism_iclr2024_sample/openreview_json/032_Accept_Learning_Performance-Improving_Code_Edits.json,71812,13690,4c55610a203c3db32ad88f753ba9c6276f8b52841e4e2e1f028f519fbc0f3b77,40e2d904b76f6f89e6b819785e2fcd09576184e5244190a509986f3fdd5b507c,b45025dc875a0f50fca7d4642a16e092c34a23ff6e6538a01f81b2f9f6452bd9,True
033,t0FI3Q66K5,t0FI3Q66K5,Frozen Transformers in Language Models Are Effective Visual Encoder Layers,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; prompt; transformer; text; question answering,4,1,1,7,https://openreview.net/forum?id=t0FI3Q66K5,https://openreview.net/pdf/9c46b8dad8775df26907aed1cec97a61b8c7d014.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.md,code/dataset/prism_iclr2024_sample/reviews_txt/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.md,code/dataset/prism_iclr2024_sample/openreview_json/033_Accept_Frozen_Transformers_in_Language_Models_Are_Effective_Visual_Encoder_Layers.json,90835,15237,7ef614a3b0e1061b26d031dd56fdaaa392e728c0fd39ff968886f3ce415c0ef9,816d2c2d6d19dbd13e59212a03f95865afe52286e941b8ad43192defcdb1293f,073f1c55ed588942d400a292f8621bb0c170699fa605bb7b68e892d56f992ac3,True
034,nnVO1PvbTv,nnVO1PvbTv,Think-on-Graph: Deep and Responsible Reasoning of Large Language Model on Knowledge Graph,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; agent; reasoning; chain-of-thought; prompt; hallucination,4,1,1,8,https://openreview.net/forum?id=nnVO1PvbTv,https://openreview.net/pdf/0757798b24b660d5ff9f6542c94db905d04fc77f.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.md,code/dataset/prism_iclr2024_sample/reviews_txt/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.md,code/dataset/prism_iclr2024_sample/openreview_json/034_Accept_Think-on-Graph_Deep_and_Responsible_Reasoning_of_Large_Language_Model_on_Knowledge_Graph.json,101579,13075,d8513e0b088f28cbaccebf360b85ae361c36620a2404002f39b78d21b8c815c3,8638e5d6ddbce6940dfc15df1a48211ada7c1fd553d2a1e10a6e5ce62a4f6d98,3943dac15d271e1f33a2d9b46e02374a5700fe771e4f0a603c391d8c38bdc0d6,True
035,Agyicd577r,Agyicd577r,BatchPrompt: Accomplish more with less,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; prompt; instruction; evaluation; nlp; text; question answering,4,1,1,7,https://openreview.net/forum?id=Agyicd577r,https://openreview.net/pdf/880b2ee1e1f9501f4fce0e65aec89f6f9628c0aa.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/035_Accept_BatchPrompt_Accomplish_more_with_less.md,code/dataset/prism_iclr2024_sample/reviews_txt/035_Accept_BatchPrompt_Accomplish_more_with_less.md,code/dataset/prism_iclr2024_sample/openreview_json/035_Accept_BatchPrompt_Accomplish_more_with_less.json,90660,13561,03c894626aaeafa2bc272d29abd985ec173b774355b332da7d3345e04b4517cc,130849f202db4d226f072ff119b7f9021d5224c7b007305105a50c4e00c1bf92,490e18814dfd06c00f0a68ffd900e3b4018be85f787c6e5bb0ededb05690dbcd,True
036,Unb5CVPtae,Unb5CVPtae,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; prompt; evaluation; nlp; text,5,1,1,10,https://openreview.net/forum?id=Unb5CVPtae,https://openreview.net/pdf/8004c200eab01b03fd31963c061392535791d8f3.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/reviews_txt/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/openreview_json/036_Accept_Time-LLM_Time_Series_Forecasting_by_Reprogramming_Large_Language_Models.json,147841,22232,bfdeacc4b5e1191c8249c1d4da2b119c3b05a5c3e817740d05d6abe1ef3609aa,a4ae27ce3c37a7ec292f8f7faf108d46a0980383b134a8c1b1b7323b433c4a3e,ce2b45b42af4e290418ae70fa0a6f21068a81a715311d55c7681d49239ff3ef5,True
037,kxgSlyirUZ,kxgSlyirUZ,COLLIE: Systematic Construction of Constrained Text Generation Tasks,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; rag; reasoning; instruction; benchmark; evaluation; text; generation,4,1,1,7,https://openreview.net/forum?id=kxgSlyirUZ,https://openreview.net/pdf/2b91743058a323d7558fd428a55ec0c50428ae1f.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.md,code/dataset/prism_iclr2024_sample/reviews_txt/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.md,code/dataset/prism_iclr2024_sample/openreview_json/037_Accept_COLLIE_Systematic_Construction_of_Constrained_Text_Generation_Tasks.json,49312,9976,709baebd1a44a08713fcebbf6801ee37664627f004fc951f04ee98cfaef3b08f,d589f2cb34b9a74eea254a50de976d58c83962c39b2a26a7d128c7924939cc01,8231fa7d65f6491a071a518e4e7154707723fab0c8bf59289848a8f0fbcbebef,True
038,kZEXgtMNNo,kZEXgtMNNo,Large Language Models as Automated Aligners for  benchmarking  Vision-Language Models,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; rag; reasoning; prompt; alignment; benchmark; evaluation,3,1,1,6,https://openreview.net/forum?id=kZEXgtMNNo,https://openreview.net/pdf/fec2f0e416c0a90d47240e5522b34b70940223f4.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.md,code/dataset/prism_iclr2024_sample/reviews_txt/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.md,code/dataset/prism_iclr2024_sample/openreview_json/038_Accept_Large_Language_Models_as_Automated_Aligners_for_benchmarking_Vision-Language_Models.json,97781,10701,27640959e153a9eb3b233f6f380afa69d51cb80301efbff29eec004eb3d7c4d0,80e3472c0e2c0649ffc760c339f625cb4adf6dd46c9e97b7a5d96a73a02ff46c,e947fe4608bf1672c810dddf7c164a49d2facdaabbe531943f54788bd2dcba5f,True
039,qAoxvePSlq,qAoxvePSlq,DQ-LoRe: Dual Queries with Low Rank Approximation Re-ranking for In-Context Learning,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; reasoning; chain-of-thought; alignment; text,4,1,1,7,https://openreview.net/forum?id=qAoxvePSlq,https://openreview.net/pdf/3fc9d464c9be97060f28412648a254f449fd31ae.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.md,code/dataset/prism_iclr2024_sample/reviews_txt/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.md,code/dataset/prism_iclr2024_sample/openreview_json/039_Accept_DQ-LoRe_Dual_Queries_with_Low_Rank_Approximation_Re-ranking_for_In-Context_Learning.json,92981,18346,c1a2a0d4abbbb26875182f0de894c24ecc0c3054b9d59e01195fc8216e04caae,37acaf58ca98c874d61a9c4071ccab92687cbce128b6475e15c0a0212a5b1a7f,23f3bfe3b90c734a83e490c436f75136c220ae64db7736eb4ee6ee84ea5d1ee7,True
040,22OTbutug9,22OTbutug9,RA-DIT: Retrieval-Augmented Dual Instruction Tuning,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; retrieval; rag; instruction; benchmark; nlp; text,4,1,1,7,https://openreview.net/forum?id=22OTbutug9,https://openreview.net/pdf/017d267eefef6640ab9899888561b31b4b8ff711.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.md,code/dataset/prism_iclr2024_sample/reviews_txt/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.md,code/dataset/prism_iclr2024_sample/openreview_json/040_Accept_RA-DIT_Retrieval-Augmented_Dual_Instruction_Tuning.json,102128,10750,c1556fb6b2920a5f1bfb0cfc53691a7ecb1d98398d069626e94096467f3e0e94,0949f353958e3b8aef1fe6c09583a5ef11f532a8d0d5630b8a94c114e42dbaae,6d0907f52d5a2078026942dd810f4ccd935f57d22956d97101c3b2aefe976fd5,True
041,jenyYQzue1,jenyYQzue1,MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning,Accept,1,ICLR 2024 spotlight,ICLR.cc/2024/Conference,9,large language model; language model; llm; reasoning; chain-of-thought; prompt; benchmark; text; generation,4,1,1,7,https://openreview.net/forum?id=jenyYQzue1,https://openreview.net/pdf/0fd545b50f3dd67f4d965d2b37b07aa5d08aba77.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.md,code/dataset/prism_iclr2024_sample/reviews_txt/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.md,code/dataset/prism_iclr2024_sample/openreview_json/041_Accept_MuSR_Testing_the_Limits_of_Chain-of-thought_with_Multistep_Soft_Reasoning.json,164210,18604,8afc2d5b9fea2ae329ac105ac78d3f2d6c7368e6d8bc9719edd053e72c03ac76,0029c75decab62ed156fd465776b940f8b145f10697e2d80b2017e1c5094f23d,d14ae42cf800a78b509cf580b4398b2cd6648e45df84897d3624992a32b597f6,True
042,HobyL1B9CZ,HobyL1B9CZ,Chain-of-Experts: When LLMs Meet Complex Operations Research Problems,Accept,1,ICLR 2024 poster,ICLR.cc/2024/Conference,9,large language model; language model; llm; agent; multi-agent; reasoning; benchmark; nlp; generation,4,1,1,7,https://openreview.net/forum?id=HobyL1B9CZ,https://openreview.net/pdf/1d98a47ecf1564e66c26b81cecaf16056a88e9c1.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.md,code/dataset/prism_iclr2024_sample/reviews_txt/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.md,code/dataset/prism_iclr2024_sample/openreview_json/042_Accept_Chain-of-Experts_When_LLMs_Meet_Complex_Operations_Research_Problems.json,66684,10350,78239bb2f3082ba9d526ee6710b7c9db9698560f7733b8856efb6c5693fb9c11,848018cc8d3eeff89ca384732b68cf8af5e4a06da355df637c79bdcaac255f05,d1d4a05698b83bdbdcca006c8d3f6ac27d9d787f4a86258b167e39827dbf12b0,True
043,9ceadCJY4B,9ceadCJY4B,"Ask Again, Then Fail: Large Language Models’ Vacillations in Judgement",Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; reasoning; prompt; alignment; benchmark; evaluation; text,3,1,1,6,https://openreview.net/forum?id=9ceadCJY4B,https://openreview.net/pdf/a03f2633eaaf5fdfd96135b665ef4fe753a61b5d.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.md,code/dataset/prism_iclr2024_sample/reviews_txt/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.md,code/dataset/prism_iclr2024_sample/openreview_json/043_Reject_Ask_Again_Then_Fail_Large_Language_Models_Vacillations_in_Judgement.json,135203,10672,7a642f3e7f9a0750270cecfa4a6022eccf17ede271bcec0de47a3f99909f73b8,57147532eb339bca57aa2ea3f6f4a413c6e0cfbe28d808d1a8b17670f2214280,eaa4e8d4ad83e1473897a7c57cde4c37833d9f0babdcb9122978b2882a348696,True
044,v6a1pXXADC,v6a1pXXADC,Prompt Optimization via Adversarial In-Context Learning,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; reasoning; prompt; instruction; benchmark; text; generation,3,1,1,6,https://openreview.net/forum?id=v6a1pXXADC,https://openreview.net/pdf/d961c3e168546b6e2c0d2f27ccf0180ff0611c4a.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.md,code/dataset/prism_iclr2024_sample/reviews_txt/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.md,code/dataset/prism_iclr2024_sample/openreview_json/044_Reject_Prompt_Optimization_via_Adversarial_In-Context_Learning.json,78388,12125,c03542bacd72229b7a58bf33824d8ed7e86f41b47d9c238565965335c7caa7ea,bebe1ee809cbf54b6d76a7e015f9fb6002e6ce3c6cf2f7c04e206697f218da97,00fc1c136ca36749c9eb8b8a479b3d2acaafcfbd35e1d087b707034403ddee8e,True
045,Ba5KGabRe8,Ba5KGabRe8,XplainLLM: A QA Explanation Dataset for Understanding LLM Decision-Making,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; reasoning; benchmark; evaluation; text; question answering,4,1,1,6,https://openreview.net/forum?id=Ba5KGabRe8,https://openreview.net/pdf/673803f275b0a6a9e36da004460864c4260bc1e3.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.md,code/dataset/prism_iclr2024_sample/reviews_txt/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.md,code/dataset/prism_iclr2024_sample/openreview_json/045_Reject_XplainLLM_A_QA_Explanation_Dataset_for_Understanding_LLM_Decision-Making.json,65905,18119,62c2a790d1522bb2fc5e4a567002ab6e259cdddf7c53e959942f6bc5ef4773f6,4a659e9cf5788435b33e39d46b520d7e88209942154354f6148e61f115c88901,cf5353bd5587712101456e7d87b1593cba9dbbfcb5c1650e08ad605174334872,True
046,ZBEs9CJiWs,ZBEs9CJiWs,Optimizing Interpersonal Communication by Simulating Audiences with Large Language Models,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; agent; reasoning; chain-of-thought; evaluation; generation,4,1,1,7,https://openreview.net/forum?id=ZBEs9CJiWs,https://openreview.net/pdf/6812133f0231f87b8c879c834ba5fcb037500f43.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/reviews_txt/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.md,code/dataset/prism_iclr2024_sample/openreview_json/046_Reject_Optimizing_Interpersonal_Communication_by_Simulating_Audiences_with_Large_Language_Models.json,157276,17554,0ac073566ab3f3d313259938f47a4d708e0580a3c2336fbb8fa9e8f717227835,1cf25042bcefdf282d270f3283d1932d8dd65f7370a2f94ef7feb2cc211d3adb,66ca8555c45b7a5e70791d7cc48a89ed5457678ba9b2e8f753dd02f79deaf589,True
047,Zr96FfaUGR,Zr96FfaUGR,ARIES: A Corpus of Scientific Paper Edits Made in Response to Peer Reviews,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; review; reasoning; alignment; benchmark; nlp; text; generation,4,1,1,6,https://openreview.net/forum?id=Zr96FfaUGR,https://openreview.net/pdf/4b20572e53b9d6b0377e096a80c22af3c81f298b.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.md,code/dataset/prism_iclr2024_sample/reviews_txt/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.md,code/dataset/prism_iclr2024_sample/openreview_json/047_Reject_ARIES_A_Corpus_of_Scientific_Paper_Edits_Made_in_Response_to_Peer_Reviews.json,74072,13791,ff9058d7fbc2d5206d4a53014d06ffe0e89f1c47127d668aed6efbfa98006f5a,956fb5f339473a3bf2b2013174985f246ff62f7eae843e84e5dc86d763a72a4d,5d7d0a2cf22a7c4f72125524fd8766d7faf766b58f3e1938bd7da92023b1b7ac,True
048,SyuQKk7sX2,SyuQKk7sX2,(Dynamic) Prompting might be all you need to repair Compressed LLMs,Reject,0,Submitted to ICLR 2024,ICLR.cc/2024/Conference/Rejected_Submission,9,large language model; language model; llm; rag; prompt; benchmark; evaluation; nlp; text,4,1,1,6,https://openreview.net/forum?id=SyuQKk7sX2,https://openreview.net/pdf/fced83f091b60023b16af19176cb2c7bcedd1c73.pdf,True,code/dataset/prism_iclr2024_sample/md_mineru_v4/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.md,code/dataset/prism_iclr2024_sample/reviews_txt/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.md,code/dataset/prism_iclr2024_sample/openreview_json/048_Reject_Dynamic_Prompting_might_be_all_you_need_to_repair_Compressed_LLMs.json,50257,14732,ac30acb64b261facbf9c547387aa6d483c1024f475459450a15eae861ce432e5,5d8298476e3cc79ee5e42adc4a8e2dddac24608acb0017e0b0e5df27573d9a5b,e7fbc39fdd7e323e40b5c6315bb1ce03172f13bd50be4a2a31a39dfc2043f0b7,True
